,gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
9237,2017-12-16,08:00,Regular,Maker,Thon,MIL,East,Central,Away,Loss,1,Goble,John,Orr,J.T.,Thon Maker,Bench,17,C,85,216,1997-02-25,3,0,0,1,1,2,1,0,0.0,1,0,0.0,0,0,0.0,3,3,1.0,0,2,2,HOU,West,Southwest,Home,Win,0
9238,2017-12-16,08:00,Regular,Brown,Sterling,MIL,East,Central,Away,Loss,1,Goble,John,Orr,J.T.,Sterling Brown,Bench,14,SG,78,230,1995-02-10,6,0,1,1,0,4,4,3,0.75,4,3,0.75,0,0,0.0,0,0,0.0,3,1,4,HOU,West,Southwest,Home,Win,0
9239,2017-12-16,08:00,Regular,Vaughn,Rashad,MIL,East,Central,Away,Loss,1,Goble,John,Orr,J.T.,Rashad Vaughn,Bench,7,SG,77,199,1996-08-16,3,0,0,0,1,0,2,1,0.5,0,0,0.0,2,1,0.5,0,0,0.0,0,2,2,HOU,West,Southwest,Home,Win,0
9240,2017-12-16,08:00,Regular,Payton,Gary,MIL,East,Central,Away,Loss,1,Goble,John,Orr,J.T.,Gary Payton II,Bench,5,PG,75,184,1992-12-01,4,2,0,0,0,4,2,1,0.5,1,1,1.0,1,0,0.0,2,2,1.0,1,1,2,HOU,West,Southwest,Home,Win,0
9241,2017-12-16,08:00,Regular,Ariza,Trevor,HOU,West,Southwest,Home,Win,0,Goble,John,Orr,J.T.,Trevor Ariza,Starter,42,SF,80,200,1985-06-30,13,0,1,1,0,4,11,4,0.3636,5,2,0.4,6,2,0.3333,4,3,0.75,1,6,7,MIL,East,Central,Away,Loss,1
9242,2017-12-16,08:00,Regular,Harden,James,HOU,West,Southwest,Home,Win,0,Goble,John,Orr,J.T.,James Harden,Starter,39,PG,77,218,1989-08-26,31,5,3,0,1,4,21,8,0.381,11,4,0.3636,10,4,0.4,14,11,0.7857,0,6,6,MIL,East,Central,Away,Loss,1
9243,2017-12-16,08:00,Regular,Tucker,Anthony,HOU,West,Southwest,Home,Win,0,Goble,John,Orr,J.T.,P.J. Tucker,Starter,38,SF,77,225,1985-05-05,10,1,0,2,0,3,5,2,0.4,3,1,0.3333,2,1,0.5,5,5,1.0,2,8,10,MIL,East,Central,Away,Loss,1
9244,2017-12-16,08:00,Regular,Paul,Chris,HOU,West,Southwest,Home,Win,0,Goble,John,Orr,J.T.,Chris Paul,Starter,36,PG,72,175,1985-05-06,25,6,6,1,0,3,13,7,0.5385,5,4,0.8,8,3,0.375,8,8,1.0,0,5,5,MIL,East,Central,Away,Loss,1
9245,2017-12-16,08:00,Regular,Anderson,Ryan,HOU,West,Southwest,Home,Win,0,Goble,John,Orr,J.T.,Ryan Anderson,Starter,23,PF,82,240,1988-05-06,0,1,0,1,2,1,4,0,0.0,0,0,0.0,4,0,0.0,0,0,0.0,0,4,4,MIL,East,Central,Away,Loss,1
9246,2017-12-16,08:00,Regular,Gordon,Eric,HOU,West,Southwest,Home,Win,0,Goble,John,Orr,J.T.,Eric Gordon,Bench,30,SG,75,220,1988-12-25,16,1,5,1,0,2,10,5,0.5,5,4,0.8,5,1,0.2,6,5,0.8333,0,1,1,MIL,East,Central,Away,Loss,1
9247,2017-12-16,08:00,Regular,Hilario,Nenê,HOU,West,Southwest,Home,Win,0,Goble,John,Orr,J.T.,Nenê,Bench,20,C,83,250,1982-09-13,16,1,0,1,1,4,9,7,0.7778,9,7,0.7778,0,0,0.0,3,2,0.6667,1,3,4,MIL,East,Central,Away,Loss,1
9248,2017-12-16,08:00,Regular,Black,Tarik,HOU,West,Southwest,Home,Win,0,Goble,John,Orr,J.T.,Tarik Black,Bench,12,PF,80,253,1991-11-22,4,1,0,0,0,2,3,2,0.6667,3,2,0.6667,0,0,0.0,2,0,0.0,0,1,1,MIL,East,Central,Away,Loss,1
9260,2017-12-16,08:00,Regular,Richardson,Josh,MIA,East,Southeast,Home,Win,1,Forte,Brian,Smith,Aaron,Josh Richardson,Starter,36,SF,78,200,1993-09-15,28,2,2,1,3,2,16,10,0.625,8,4,0.5,8,6,0.75,2,2,1.0,0,3,3,LAC,West,Pacific,Away,Loss,1
9261,2017-12-16,08:00,Regular,Olynyk,Kelly,MIA,East,Southeast,Home,Win,1,Forte,Brian,Smith,Aaron,Kelly Olynyk,Starter,34,C,84,238,1991-04-19,11,4,1,5,0,2,10,4,0.4,6,3,0.5,4,1,0.25,3,2,0.6667,2,3,5,LAC,West,Pacific,Away,Loss,1
9262,2017-12-16,08:00,Regular,Waiters,Dion,MIA,East,Southeast,Home,Win,1,Forte,Brian,Smith,Aaron,Dion Waiters,Starter,30,SG,76,221,1991-12-10,13,3,0,0,1,0,11,4,0.3636,5,2,0.4,6,2,0.3333,4,3,0.75,0,6,6,LAC,West,Pacific,Away,Loss,1
9263,2017-12-16,08:00,Regular,Dragić,Goran,MIA,East,Southeast,Home,Win,1,Forte,Brian,Smith,Aaron,Goran Dragić,Starter,30,PG,76,180,1986-06-06,10,2,1,1,1,5,11,4,0.3636,8,3,0.375,3,1,0.3333,3,1,0.3333,0,2,2,LAC,West,Pacific,Away,Loss,1
9264,2017-12-16,08:00,Regular,Johnson,James,MIA,East,Southeast,Home,Win,1,Forte,Brian,Smith,Aaron,James Johnson,Starter,6,PF,81,245,1987-02-20,3,1,1,0,0,0,3,1,0.3333,1,1,1.0,2,0,0.0,1,1,1.0,0,3,3,LAC,West,Pacific,Away,Loss,1
9265,2017-12-16,08:00,Regular,Adebayo,Edrice,MIA,East,Southeast,Home,Win,1,Forte,Brian,Smith,Aaron,Bam Adebayo,Bench,28,C,82,250,1997-07-18,7,3,0,0,0,3,7,2,0.2857,7,2,0.2857,0,0,0.0,4,3,0.75,4,1,5,LAC,West,Pacific,Away,Loss,1
9266,2017-12-16,08:00,Regular,Mickey,Jordan,MIA,East,Southeast,Home,Win,1,Forte,Brian,Smith,Aaron,Jordan Mickey,Bench,27,C,80,235,1994-07-09,9,2,0,2,3,2,6,3,0.5,5,3,0.6,1,0,0.0,3,3,1.0,1,3,4,LAC,West,Pacific,Away,Loss,1
9267,2017-12-16,08:00,Regular,Johnson,Tyler,MIA,East,Southeast,Home,Win,1,Forte,Brian,Smith,Aaron,Tyler Johnson,Bench,24,SG,76,186,1992-05-07,0,3,1,1,0,1,9,0,0.0,5,0,0.0,4,0,0.0,0,0,0.0,2,4,6,LAC,West,Pacific,Away,Loss,1
9268,2017-12-16,08:00,Regular,Ellington,Wayne,MIA,East,Southeast,Home,Win,1,Forte,Brian,Smith,Aaron,Wayne Ellington,Bench,24,SG,76,200,1987-11-29,9,2,2,0,0,0,9,3,0.3333,2,1,0.5,7,2,0.2857,1,1,1.0,0,3,3,LAC,West,Pacific,Away,Loss,1
9280,2017-12-16,08:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Home,Loss,2,Mauer,Ken,Ransom,Phenizee,Karl-Anthony Towns,Starter,40,C,83,248,1995-11-15,28,4,1,2,1,5,17,7,0.4118,10,3,0.3,7,4,0.5714,12,10,0.8333,4,7,11,PHO,West,Pacific,Away,Win,2
9281,2017-12-16,08:00,Regular,Gibson,Taj,MIN,West,Northwest,Home,Loss,2,Mauer,Ken,Ransom,Phenizee,Taj Gibson,Starter,40,PF,81,225,1985-06-24,18,1,0,0,2,3,14,8,0.5714,14,8,0.5714,0,0,0.0,2,2,1.0,3,7,10,PHO,West,Pacific,Away,Win,2
9282,2017-12-16,08:00,Regular,Butler,Jimmy,MIN,West,Northwest,Home,Loss,2,Mauer,Ken,Ransom,Phenizee,Jimmy Butler,Starter,37,SG,79,220,1989-09-14,10,2,1,3,0,1,18,5,0.2778,15,5,0.3333,3,0,0.0,0,0,0.0,1,5,6,PHO,West,Pacific,Away,Win,2
9283,2017-12-16,08:00,Regular,Wiggins,Andrew,MIN,West,Northwest,Home,Loss,2,Mauer,Ken,Ransom,Phenizee,Andrew Wiggins,Starter,37,SF,80,200,1995-02-23,13,1,2,3,1,4,16,5,0.3125,10,4,0.4,6,1,0.1667,4,2,0.5,1,0,1,PHO,West,Pacific,Away,Win,2
9284,2017-12-16,08:00,Regular,Teague,Jeff,MIN,West,Northwest,Home,Loss,2,Mauer,Ken,Ransom,Phenizee,Jeff Teague,Starter,35,PG,74,180,1988-06-10,17,8,0,1,3,3,14,8,0.5714,11,7,0.6364,3,1,0.3333,1,0,0.0,0,1,1,PHO,West,Pacific,Away,Win,2
9285,2017-12-16,08:00,Regular,Crawford,Jamal,MIN,West,Northwest,Home,Loss,2,Mauer,Ken,Ransom,Phenizee,Jamal Crawford,Bench,18,SG,78,185,1980-03-20,6,4,1,0,0,1,7,2,0.2857,3,1,0.3333,4,1,0.25,1,1,1.0,0,0,0,PHO,West,Pacific,Away,Win,2
9286,2017-12-16,08:00,Regular,Dieng,Gorgui,MIN,West,Northwest,Home,Loss,2,Mauer,Ken,Ransom,Phenizee,Gorgui Dieng,Bench,16,C,83,245,1990-01-18,2,0,1,1,1,1,4,1,0.25,3,1,0.3333,1,0,0.0,0,0,0.0,1,1,2,PHO,West,Pacific,Away,Win,2
9287,2017-12-16,08:00,Regular,Jones,Tyus,MIN,West,Northwest,Home,Loss,2,Mauer,Ken,Ransom,Phenizee,Tyus Jones,Bench,13,PG,72,190,1996-05-10,10,1,0,3,0,0,3,3,1.0,1,1,1.0,2,2,1.0,2,2,1.0,0,0,0,PHO,West,Pacific,Away,Win,2
9288,2017-12-16,08:00,Regular,Georges-Hunt,Marcus,MIN,West,Northwest,Home,Loss,2,Mauer,Ken,Ransom,Phenizee,Marcus Georges-Hunt,Bench,6,SG,77,215,1994-03-28,2,0,0,1,0,1,2,1,0.5,1,1,1.0,1,0,0.0,2,0,0.0,0,0,0,PHO,West,Pacific,Away,Win,2
9311,2017-12-16,09:00,Regular,Tatum,Jayson,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Jayson Tatum,Starter,34,SF,80,205,1998-03-03,19,1,0,2,2,1,13,7,0.5385,11,5,0.4545,2,2,1.0,3,3,1.0,5,4,9,MEM,West,Southwest,Home,Loss,1
9312,2017-12-16,09:00,Regular,Brown,Jaylen,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Jaylen Brown,Starter,33,SG,79,222,1996-10-24,9,0,3,1,1,3,9,3,0.3333,3,1,0.3333,6,2,0.3333,1,1,1.0,3,4,7,MEM,West,Southwest,Home,Loss,1
9313,2017-12-16,09:00,Regular,Horford,Al,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Al Horford,Starter,32,PF,82,245,1986-06-03,15,6,3,0,1,1,12,7,0.5833,10,6,0.6,2,1,0.5,1,0,0.0,1,6,7,MEM,West,Southwest,Home,Loss,1
9314,2017-12-16,09:00,Regular,Irving,Kyrie,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Kyrie Irving,Starter,30,PG,75,191,1992-03-23,20,6,3,0,0,3,17,7,0.4118,8,3,0.375,9,4,0.4444,2,2,1.0,0,2,2,MEM,West,Southwest,Home,Loss,1
9315,2017-12-16,09:00,Regular,Baynes,Aron,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Aron Baynes,Starter,28,C,82,260,1986-12-09,13,0,1,0,0,3,8,6,0.75,8,6,0.75,0,0,0.0,1,1,1.0,3,3,6,MEM,West,Southwest,Home,Loss,1
9316,2017-12-16,09:00,Regular,Smart,Marcus,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Marcus Smart,Bench,30,PG,76,220,1994-03-06,11,5,4,1,0,5,6,3,0.5,2,1,0.5,4,2,0.5,4,3,0.75,1,1,2,MEM,West,Southwest,Home,Loss,1
9317,2017-12-16,09:00,Regular,Rozier,Terry,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Terry Rozier,Bench,20,PG,73,190,1994-03-17,10,1,1,2,0,1,8,4,0.5,5,2,0.4,3,2,0.6667,0,0,0.0,0,4,4,MEM,West,Southwest,Home,Loss,1
9318,2017-12-16,09:00,Regular,Theis,Daniel,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Daniel Theis,Bench,14,PF,81,243,1992-04-04,5,1,0,0,2,2,4,2,0.5,2,1,0.5,2,1,0.5,2,0,0.0,1,2,3,MEM,West,Southwest,Home,Loss,1
9319,2017-12-16,09:00,Regular,Larkin,DeShane,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Shane Larkin,Bench,13,PG,71,176,1992-10-02,0,1,1,0,0,0,3,0,0.0,1,0,0.0,2,0,0.0,0,0,0.0,0,2,2,MEM,West,Southwest,Home,Loss,1
9320,2017-12-16,09:00,Regular,Ojeleye,Jesusemilore,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Semi Ojeleye,Bench,4,PF,79,235,1994-12-05,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,MEM,West,Southwest,Home,Loss,1
9321,2017-12-16,09:00,Regular,Yabusele,Guerschon,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Guerschon Yabusele,Bench,0,PF,80,260,1995-12-17,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,MEM,West,Southwest,Home,Loss,1
9322,2017-12-16,09:00,Regular,Nader,Abdel,BOS,East,Atlantic,Away,Win,1,Goble,Jacyn,Zarba,Zach,Abdel Nader,Bench,0,SF,78,230,1993-09-25,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,MEM,West,Southwest,Home,Loss,1
9335,2017-12-17,03:30,Regular,Cauley-Stein,Willie,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Willie Cauley-Stein,Starter,33,C,84,240,1993-08-18,12,4,1,0,2,2,9,5,0.5556,9,5,0.5556,0,0,0.0,2,2,1.0,0,6,6,TOR,East,Atlantic,Home,Win,1
9336,2017-12-17,03:30,Regular,Hill,George,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,George Hill,Starter,33,PG,74,180,1986-05-04,16,5,2,1,0,1,11,6,0.5455,4,2,0.5,7,4,0.5714,2,0,0.0,0,1,1,TOR,East,Atlantic,Home,Win,1
9337,2017-12-17,03:30,Regular,Temple,Garrett,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Garrett Temple,Starter,28,SG,78,190,1986-05-08,18,2,3,1,1,3,13,6,0.4615,6,4,0.6667,7,2,0.2857,4,4,1.0,0,2,2,TOR,East,Atlantic,Home,Win,1
9338,2017-12-17,03:30,Regular,Koufos,Konstantine,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Kosta Koufos,Starter,25,C,84,265,1989-02-24,6,4,1,2,1,4,9,3,0.3333,9,3,0.3333,0,0,0.0,0,0,0.0,2,4,6,TOR,East,Atlantic,Home,Win,1
9339,2017-12-17,03:30,Regular,Carter,Vincent,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Vince Carter,Starter,25,SG,78,220,1977-01-26,4,2,1,1,3,5,5,2,0.4,5,2,0.4,0,0,0.0,0,0,0.0,1,0,1,TOR,East,Atlantic,Home,Win,1
9340,2017-12-17,03:30,Regular,Bogdanovic,Bogdan,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Bogdan Bogdanovic,Bench,29,SG,78,205,1992-08-18,18,5,2,1,0,0,10,7,0.7,3,3,1.0,7,4,0.5714,0,0,0.0,1,2,3,TOR,East,Atlantic,Home,Win,1
9341,2017-12-17,03:30,Regular,Hield,Chavano,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Buddy Hield,Bench,17,SG,77,212,1993-12-17,7,1,3,1,0,1,8,3,0.375,6,2,0.3333,2,1,0.5,0,0,0.0,1,1,2,TOR,East,Atlantic,Home,Win,1
9342,2017-12-17,03:30,Regular,Mason,Frank,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Frank Mason,Bench,15,PG,71,190,1994-04-03,6,2,0,0,0,0,6,3,0.5,6,3,0.5,0,0,0.0,0,0,0.0,0,4,4,TOR,East,Atlantic,Home,Win,1
9343,2017-12-17,03:30,Regular,Jackson,Justin,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Justin Jackson,Bench,14,SF,80,210,1995-03-28,2,0,1,1,0,1,4,1,0.25,1,1,1.0,3,0,0.0,0,0,0.0,0,3,3,TOR,East,Atlantic,Home,Win,1
9344,2017-12-17,03:30,Regular,Papagiannis,Georgios,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Georgios Papagiannis,Bench,12,C,86,276,1997-07-03,4,0,1,0,1,1,4,2,0.5,4,2,0.5,0,0,0.0,0,0,0.0,1,3,4,TOR,East,Atlantic,Home,Win,1
9345,2017-12-17,03:30,Regular,Labissière,Skal,SAC,West,Pacific,Away,Loss,2,Garretson,Ron,Brown,Tony,Skal Labissière,Bench,9,PF,83,215,1996-03-18,0,0,0,1,1,1,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0,TOR,East,Atlantic,Home,Win,1
9346,2017-12-17,03:30,Regular,DeRozan,DeMar,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,DeMar DeRozan,Starter,34,SG,79,220,1989-08-07,21,5,2,0,2,1,17,6,0.3529,16,6,0.375,1,0,0.0,12,9,0.75,0,1,1,SAC,West,Pacific,Away,Loss,2
9347,2017-12-17,03:30,Regular,Lowry,Kyle,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,Kyle Lowry,Starter,33,PG,72,175,1986-03-25,16,7,2,2,0,1,11,5,0.4545,3,1,0.3333,8,4,0.5,2,2,1.0,0,5,5,SAC,West,Pacific,Away,Loss,2
9348,2017-12-17,03:30,Regular,Anunoby,Ogugua,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,OG Anunoby,Starter,29,SF,80,235,1997-07-17,11,0,0,2,0,2,8,4,0.5,2,1,0.5,6,3,0.5,0,0,0.0,1,2,3,SAC,West,Pacific,Away,Loss,2
9349,2017-12-17,03:30,Regular,Valančiūnas,Jonas,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,Jonas Valančiūnas,Starter,27,C,84,231,1992-05-06,13,2,1,0,3,1,10,3,0.3,9,3,0.3333,1,0,0.0,8,7,0.875,8,8,16,SAC,West,Pacific,Away,Loss,2
9350,2017-12-17,03:30,Regular,Miles,Calvin,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,C.J. Miles,Starter,22,SF,78,210,1987-04-18,10,0,0,1,0,2,9,3,0.3333,2,1,0.5,7,2,0.2857,2,2,1.0,0,1,1,SAC,West,Pacific,Away,Loss,2
9351,2017-12-17,03:30,Regular,VanVleet,Fred,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,Fred VanVleet,Bench,22,PG,72,195,1994-02-25,7,4,1,0,0,1,4,3,0.75,3,2,0.6667,1,1,1.0,0,0,0.0,0,6,6,SAC,West,Pacific,Away,Loss,2
9352,2017-12-17,03:30,Regular,Powell,Norman,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,Norman Powell,Bench,21,SF,76,215,1993-05-25,14,1,2,0,1,3,5,5,1.0,3,3,1.0,2,2,1.0,2,2,1.0,0,1,1,SAC,West,Pacific,Away,Loss,2
9353,2017-12-17,03:30,Regular,Pöltl,Jakob,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,Jakob Pöltl,Bench,21,C,85,239,1995-10-15,9,0,1,0,0,2,6,4,0.6667,6,4,0.6667,0,0,0.0,2,1,0.5,1,3,4,SAC,West,Pacific,Away,Loss,2
9354,2017-12-17,03:30,Regular,Siakam,Pascal,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,Pascal Siakam,Bench,19,PF,82,227,1994-02-04,2,1,0,0,3,0,9,1,0.1111,7,1,0.1429,2,0,0.0,0,0,0.0,2,6,8,SAC,West,Pacific,Away,Loss,2
9355,2017-12-17,03:30,Regular,Wright,Delon,TOR,East,Atlantic,Home,Win,1,Garretson,Ron,Brown,Tony,Delon Wright,Bench,13,PG,77,190,1992-04-26,5,0,3,3,0,0,6,2,0.3333,4,1,0.25,2,1,0.5,0,0,0.0,0,1,1,SAC,West,Pacific,Away,Loss,2
9377,2017-12-17,06:00,Regular,Oladipo,Kehinde,IND,East,Central,Away,Win,1,Adams,Bennie,Davis,Marc,Victor Oladipo,Starter,41,SG,76,215,1992-05-04,26,3,2,1,0,3,14,9,0.6429,8,5,0.625,6,4,0.6667,5,4,0.8,0,7,7,BKN,East,Atlantic,Home,Loss,1
9378,2017-12-17,06:00,Regular,Collison,Darren,IND,East,Central,Away,Win,1,Adams,Bennie,Davis,Marc,Darren Collison,Starter,34,PG,72,160,1987-08-23,14,7,0,2,0,3,10,6,0.6,9,5,0.5556,1,1,1.0,2,1,0.5,1,3,4,BKN,East,Atlantic,Home,Loss,1
9379,2017-12-17,06:00,Regular,Turner,Myles,IND,East,Central,Away,Win,1,Adams,Bennie,Davis,Marc,Myles Turner,Starter,33,C,84,239,1996-03-24,16,2,4,1,2,3,11,7,0.6364,10,7,0.7,1,0,0.0,2,2,1.0,0,6,6,BKN,East,Atlantic,Home,Loss,1
9380,2017-12-17,06:00,Regular,Young,Thaddeus,IND,East,Central,Away,Win,1,Adams,Bennie,Davis,Marc,Thaddeus Young,Starter,30,PF,80,220,1988-06-21,5,1,2,2,0,3,6,2,0.3333,4,2,0.5,2,0,0.0,2,1,0.5,1,2,3,BKN,East,Atlantic,Home,Loss,1
9381,2017-12-17,06:00,Regular,Bogdanović,Bojan,IND,East,Central,Away,Win,1,Adams,Bennie,Davis,Marc,Bojan Bogdanović,Starter,29,SF,80,216,1989-04-18,9,2,2,0,0,1,8,4,0.5,4,3,0.75,4,1,0.25,0,0,0.0,0,5,5,BKN,East,Atlantic,Home,Loss,1
9382,2017-12-17,06:00,Regular,Joseph,Cory,IND,East,Central,Away,Win,1,Adams,Bennie,Davis,Marc,Cory Joseph,Bench,30,PG,75,185,1991-08-20,15,3,1,0,1,2,7,5,0.7143,5,4,0.8,2,1,0.5,4,4,1.0,1,5,6,BKN,East,Atlantic,Home,Loss,1
9383,2017-12-17,06:00,Regular,Sabonis,Domantas,IND,East,Central,Away,Win,1,Adams,Bennie,Davis,Marc,Domantas Sabonis,Bench,21,C,83,240,1996-05-03,17,1,3,0,3,4,13,7,0.5385,13,7,0.5385,0,0,0.0,4,3,0.75,3,5,8,BKN,East,Atlantic,Home,Loss,1
9384,2017-12-17,06:00,Regular,Stephenson,Lance,IND,East,Central,Away,Win,1,Adams,Bennie,Davis,Marc,Lance Stephenson,Bench,16,SG,77,210,1990-09-05,7,2,1,0,0,0,6,3,0.5,4,2,0.5,2,1,0.5,0,0,0.0,0,4,4,BKN,East,Atlantic,Home,Loss,1
9385,2017-12-17,06:00,Regular,Poythress,Alex,IND,East,Central,Away,Win,1,Adams,Bennie,Davis,Marc,Alex Poythress,Bench,6,SF,80,238,1993-09-06,0,0,0,0,1,1,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,BKN,East,Atlantic,Home,Loss,1
9396,2017-12-17,06:00,Regular,James,LeBron,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,LeBron James,Starter,41,SF,80,240,1984-12-30,20,15,6,0,1,4,23,8,0.3478,16,6,0.375,7,2,0.2857,3,2,0.6667,2,10,12,WAS,East,Southeast,Home,Loss,1
9397,2017-12-17,06:00,Regular,Love,Kevin,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,Kevin Love,Starter,32,PF,82,271,1988-09-07,25,0,1,1,0,2,20,9,0.45,12,4,0.3333,8,5,0.625,2,2,1.0,0,9,9,WAS,East,Southeast,Home,Loss,1
9398,2017-12-17,06:00,Regular,Smith,Earl,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,J.R. Smith,Starter,29,SG,78,220,1985-11-09,7,1,1,2,1,3,9,3,0.3333,2,2,1.0,7,1,0.1429,0,0,0.0,0,9,9,WAS,East,Southeast,Home,Loss,1
9399,2017-12-17,06:00,Regular,Crowder,Jae,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,Jae Crowder,Starter,23,PF,78,235,1990-07-06,7,1,0,0,0,3,5,3,0.6,3,2,0.6667,2,1,0.5,0,0,0.0,0,1,1,WAS,East,Southeast,Home,Loss,1
9400,2017-12-17,06:00,Regular,Calderon,Jose,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,Jose Calderon,Starter,20,PG,75,210,1981-09-28,7,2,1,1,0,0,4,3,0.75,3,2,0.6667,1,1,1.0,0,0,0.0,0,4,4,WAS,East,Southeast,Home,Loss,1
9401,2017-12-17,06:00,Regular,Green,Jeff,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,Jeff Green,Bench,29,SF,81,235,1986-08-08,15,2,0,0,2,0,12,5,0.4167,8,4,0.5,4,1,0.25,5,4,0.8,2,3,5,WAS,East,Southeast,Home,Loss,1
9402,2017-12-17,06:00,Regular,Korver,Kyle,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,Kyle Korver,Bench,24,SG,79,210,1981-03-17,11,2,0,1,0,1,6,4,0.6667,4,3,0.75,2,1,0.5,2,2,1.0,0,1,1,WAS,East,Southeast,Home,Loss,1
9403,2017-12-17,06:00,Regular,Osman,Cedi,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,Cedi Osman,Bench,17,SF,80,194,1995-04-08,5,0,0,1,0,3,3,2,0.6667,2,1,0.5,1,1,1.0,0,0,0.0,0,1,1,WAS,East,Southeast,Home,Loss,1
9404,2017-12-17,06:00,Regular,Thompson,Tristan,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,Tristan Thompson,Bench,15,C,80,225,1991-03-13,4,0,0,0,0,0,2,2,1.0,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,WAS,East,Southeast,Home,Loss,1
9405,2017-12-17,06:00,Regular,Frye,Channing,CLE,East,Central,Away,Win,0,Cutler,Kevin,Tiven,Josh,Channing Frye,Bench,9,PF,83,248,1983-05-17,5,1,0,0,0,0,3,2,0.6667,1,1,1.0,2,1,0.5,0,0,0.0,0,0,0,WAS,East,Southeast,Home,Loss,1
9406,2017-12-17,06:00,Regular,Beal,Bradley,WAS,East,Southeast,Home,Loss,1,Cutler,Kevin,Tiven,Josh,Bradley Beal,Starter,43,SG,77,202,1993-06-28,27,5,1,0,1,2,27,10,0.3704,14,6,0.4286,13,4,0.3077,4,3,0.75,0,5,5,CLE,East,Central,Away,Win,0
9407,2017-12-17,06:00,Regular,Wall,John,WAS,East,Southeast,Home,Loss,1,Cutler,Kevin,Tiven,Josh,John Wall,Starter,32,PG,76,195,1990-09-06,15,6,3,1,2,0,16,6,0.375,11,4,0.3636,5,2,0.4,2,1,0.5,2,8,10,CLE,East,Central,Away,Win,0
